payment_id,creation_date,state,amount
a81736a1-554d-434c-b939-610818cdb59f,2020-12-03T15:43:27.503782,4,120350132f7440-234b-4e3a-9a2f-c6ba25b4c3a1,2020-12-03T14:28:27.589805,4,146540
